asset_number,asset_description,manufacturer,model_number,serial_number,facility,department,purchase_date,install_date,support_end_date,operating_system,ip_address,mac_address,device_status,replacement_cost,risk_score
ASSET-007276,Ventilators,VELA,VEL-1002,TB-12207215,Meridian,OB/GYN,2015-05-10,2015-05-14,2028-03-14,,,c3:99:92:14:8d:0e,Active,111097.92,88.01
ASSET-007277,Patient Monitors,Spacelabs,SPA-4677,BH-56022247,Wood River,Emergency,2023-05-17,2023-07-11,2030-07-27,,,aa:b2:3f:fa:07:68,Active,176474.87,34.02
ASSET-007278,Lighting Systems,Brüel & Kjaer,BRÜ-6510,NT-21337800,North Canyon,Neuro,2022-09-13,2022-11-14,2026-08-25,,192.168.18.125,60:3e:f5:69:17:f1,Active,497399.47,67.81
ASSET-007279,Ventilators,Puritan Bennett,PUR-2095,TM-40964293,Meridian,Recovery,2021-03-15,2021-04-05,2027-08-08,QNX,192.168.140.135,72:cd:47:0b:96:9f,Active,101177.14,78.12
ASSET-007280,Vital Signs Monitors,GE Healthcare,GE -1516,BS-55079320,Meridian,Recovery,2021-05-28,2021-08-20,2027-09-12,Custom OS,,56:cc:ea:2d:8e:09,Active,445833.04,60.2
ASSET-007281,Infusion Pumps,Baxter,BAX-5373,ND-22449130,Nampa,Cardiac Care,2023-02-15,2023-03-26,2026-06-20,Windows 11,192.168.129.199,,Active,100008.92,63.76
ASSET-007282,Infusion Pumps,Alaris,ALA-8687,GP-08557041,Jerome,Cardiac Care,2017-07-08,2017-07-27,2026-10-23,,192.168.57.32,f9:69:b9:50:d5:d6,Active,452367.16,99.94
ASSET-007283,Microscopes,Olympus,OLY-8223,SE-40641511,Nampa,Neuro,2023-06-16,2023-09-06,2028-11-05,Windows 11,192.168.251.110,8e:4c:ba:60:cf:e9,Active,296241.17,34.89
ASSET-007284,MRI,Canon,CAN-8979,BC-22413295,Elmore,ICU (Intensive Care),2020-10-19,2020-12-20,2029-04-17,QNX,192.168.197.107,,Active,106891.97,53.08
ASSET-007285,Dialysis,Gambro,GAM-8179,ET-02323213,Wood River,OB/GYN,2017-07-21,2017-08-08,2029-09-02,VxWorks,192.168.151.7,02:d6:a6:8a:d2:73,Active,101168.79,64.75
ASSET-007286,Surgical Lights,Welch Allyn,WEL-9472,BF-58142735,Elmore,Neuro,2022-04-05,2022-06-09,2027-03-26,Windows 11,192.168.228.246,2a:1c:b0:54:e1:d5,Active,108590.78,73.27
ASSET-007287,CT Scanners,Hitachi,HIT-4074,CL-21491610,Jerome,Cardiac Care,2018-10-05,2018-10-07,2026-10-08,,192.168.242.176,fe:f2:06:d4:3e:68,Active,76048.08,94.77
ASSET-007288,MRI,Canon,CAN-2743,KF-32105978,Fruitland,Cardiac Care,2023-06-05,2023-08-16,2028-08-04,,192.168.144.115,,Active,235002.57,46.82
ASSET-007289,Surgical Lights,Berchtold,BER-8272,DQ-81435194,Fruitland,Emergency,2021-09-06,2021-10-07,2030-12-25,QNX,192.168.159.78,d1:23:40:87:65:92,Active,54132.26,41.05
ASSET-007290,Ventilators,VELA,VEL-7352,DD-98176301,McCall,Med/Surg,2023-09-25,2023-12-20,2031-03-25,Windows Server 2019,,,Active,356252.54,36.78
ASSET-007291,Microscopes,Nikon,NIK-1452,KD-54316701,McCall,Cardiac Care,2020-09-18,2020-10-21,2032-12-27,Custom OS,192.168.109.44,6e:22:99:64:33:7c,Active,192559.15,45.03
ASSET-007292,Cardiac Devices,LivaNova,LIV-9538,MN-04882064,Boise,Emergency,2022-05-18,2022-06-30,2028-12-20,VxWorks,192.168.169.87,9c:20:53:7e:a8:b6,Active,454805.14,37.57
ASSET-007293,Patient Monitors,GE Healthcare,GE -8772,GP-20098327,Wood River,ICU (Intensive Care),2019-04-14,2019-05-13,2027-05-28,Embedded Linux,192.168.94.15,,Active,408802.67,84.39
ASSET-007294,CT Scanners,Toshiba,TOS-3310,EB-52939725,Fruitland,OR (Operating Room),2016-09-06,2016-09-16,2030-03-07,Custom OS,192.168.245.41,59:d3:e0:65:df:87,Active,133812.5,69.33
ASSET-007295,Lighting Systems,Brüel & Kjaer,BRÜ-4070,QC-56567916,Wood River,Recovery,2019-08-16,2019-10-03,2030-03-03,,192.168.211.111,87:bc:48:60:01:47,Active,438766.66,54.25
ASSET-007296,Patient Monitors,Edan,EDA-8213,AM-27944013,North Canyon,Imaging (Radiology),2017-12-14,2018-02-21,2028-04-14,,192.168.119.25,1c:0c:b9:af:b4:89,Active,478524.86,77.95
ASSET-007297,Patient Monitors,Philips,PHI-4839,QB-97253324,Twin Falls,Med/Surg,2015-03-16,2015-06-13,2029-02-27,Windows 10,192.168.118.107,47:e8:54:7d:71:1e,Active,345703.33,70.76
ASSET-007298,Defibrillators,Zoll,ZOL-3391,RT-73068688,Elmore,Lab,2017-01-01,2017-03-03,2029-06-22,Windows Server 2019,192.168.113.31,,Active,335660.5,69.46
ASSET-007299,Ventilators,Philips,PHI-4238,MK-61920228,Boise,Recovery,2017-05-16,2017-06-13,2026-10-25,Windows 10,192.168.240.16,,Active,220595.13,97.39
ASSET-007300,Ultrasound,GE Healthcare,GE -1080,SJ-04026166,Fruitland,OR (Operating Room),2016-09-08,2016-10-20,2028-02-21,,192.168.224.174,59:3b:5d:62:86:3e,Active,227934.55,80.31
ASSET-007301,Anesthesia Machines,Aestiva,AES-1646,TJ-50156225,Eagle,Neuro,2017-02-21,2017-05-17,2027-11-25,,,e8:db:48:7e:31:ae,Loaner,136939.86,78.61
ASSET-007302,Defibrillators,Cardiac Science,CAR-5200,TF-81906045,Elmore,Med/Surg,2023-10-05,2023-12-24,2030-08-20,Windows 10,192.168.62.157,04:6c:7a:cb:ca:3a,Active,337388.63,37.08
ASSET-007303,Dehumidifiers,Condair,CON-4818,KQ-78147056,Wood River,Imaging (Radiology),2022-02-01,2022-03-05,2026-06-14,Windows Server 2019,192.168.112.66,ed:e0:68:43:92:78,Active,197842.18,70.98
ASSET-007304,Microscopes,Leica,LEI-1679,SD-17291269,Wood River,OB/GYN,2017-11-11,2017-12-04,2031-09-08,Windows 11,192.168.76.200,fd:c7:a0:38:97:09,Active,63066.97,61.97
ASSET-007305,Ultrasound,GE Healthcare,GE -6576,KG-53345338,Eagle,Cardiac Care,2021-12-17,2022-02-11,2028-05-25,Windows 11,,,Active,404789.05,54.1
ASSET-007306,MRI,Hitachi,HIT-3724,GG-09269788,Twin Falls,OR (Operating Room),2016-11-25,2016-12-28,2030-11-04,Windows 10,192.168.172.187,72:ef:75:af:8c:df,Retired,301214.72,70.82
ASSET-007307,Patient Monitors,Mortara,MOR-7691,MN-10208520,Jerome,Lab,2020-09-06,2020-09-23,2026-02-10,Windows 11,192.168.117.53,,Active,202479.1,75.86
ASSET-007308,MRI,Siemens,SIE-4597,BL-45980344,North Canyon,OB/GYN,2015-12-02,2016-02-08,2026-07-13,QNX,192.168.243.133,,Active,108150.49,97.7
ASSET-007309,Ventilators,GE Healthcare,GE -3281,RJ-85659519,North Canyon,Neuro,2017-12-28,2018-03-02,2030-07-14,,192.168.127.159,7c:f1:de:2a:54:4a,Retired,153731.41,63.04
ASSET-007310,Cardiac Devices,Boston Scientific,BOS-8817,EA-39504449,Elmore,Emergency,2022-11-13,2023-01-02,2027-03-10,,192.168.174.49,,Active,444416.25,65.17
ASSET-007311,MRI,Siemens,SIE-5897,FS-95455491,Twin Falls,Neuro,2016-04-05,2016-05-10,2031-02-21,,192.168.170.212,57:ea:af:59:e3:b4,Active,40297.46,69.81
ASSET-007312,Anesthesia Machines,Mindray,MIN-2712,JE-31179494,Jerome,Recovery,2023-03-07,2023-05-13,2032-10-02,Custom OS,192.168.14.227,,Retired,196207.29,39.0
ASSET-007313,Microscopes,Olympus,OLY-2865,QK-28329958,North Canyon,Neuro,2020-01-20,2020-02-07,2028-06-14,VxWorks,192.168.18.129,af:a2:b0:68:a2:bd,Active,115061.28,64.21
ASSET-007314,Microscopes,Olympus,OLY-2103,LL-27963049,North Canyon,ICU (Intensive Care),2020-02-04,2020-04-01,2027-03-05,Embedded Linux,192.168.37.139,ab:36:45:99:c7:a7,Active,455252.92,84.37
ASSET-007315,Anesthesia Machines,Aisys,AIS-2546,PG-09478641,Eagle,Recovery,2020-12-11,2020-12-20,2026-09-03,Windows 10,192.168.150.253,,Active,486208.98,84.52
ASSET-007316,Surgical Lights,Daray,DAR-7546,FM-88281059,Elmore,Med/Surg,2022-07-10,2022-08-23,2032-07-27,QNX,192.168.184.162,d1:67:8c:bc:3b:8c,Active,427377.24,43.87
ASSET-007317,Dehumidifiers,Condair,CON-4619,FH-12118946,Magic Valley,Lab,2022-03-21,2022-04-30,2030-04-23,Windows 11,192.168.43.98,35:4e:2e:1b:27:21,Active,495351.74,44.0
ASSET-007318,Defibrillators,Cardiac Science,CAR-5449,PH-11665563,McCall,Neuro,2017-04-14,2017-06-09,2029-02-20,,192.168.99.86,5c:58:ca:00:2c:bc,Active,173611.45,64.08
ASSET-007319,Lighting Systems,Steris,STE-6105,CM-00433590,Eagle,ICU (Intensive Care),2020-03-24,2020-04-04,2027-11-13,VxWorks,192.168.124.21,ab:74:42:7e:ad:49,Active,10148.53,68.65
ASSET-007320,Lighting Systems,Surgical Care Industries,SUR-4672,KC-64075569,Wood River,Med/Surg,2016-05-07,2016-07-30,2028-02-13,Windows 10,192.168.217.118,93:e9:99:91:5b:5c,Active,52222.05,86.04
ASSET-007321,Ventilators,VELA,VEL-2559,GN-46735928,Eagle,Recovery,2021-08-22,2021-10-16,2028-07-12,,,,Active,255358.91,56.94
ASSET-007322,Defibrillators,Stryker,STR-6874,PM-25774161,Eagle,Lab,2018-09-16,2018-12-14,2029-10-08,Embedded Linux,192.168.65.250,8e:7b:25:d5:73:64,Active,16701.4,56.39
ASSET-007323,Anesthesia Machines,GE Healthcare,GE -5377,GH-66576406,Elmore,OB/GYN,2020-08-13,2020-09-15,2026-06-08,Custom OS,192.168.17.12,,Active,238049.48,79.12
ASSET-007324,Ultrasound,Canon,CAN-8912,CB-65586171,Nampa,Cardiac Care,2022-10-25,2022-11-12,2029-10-28,,192.168.220.90,78:ea:fc:e3:ed:6b,Active,221317.53,36.58
ASSET-007325,Infusion Pumps,JMS,JMS-5603,FJ-69679693,Boise,Imaging (Radiology),2020-03-20,2020-05-04,2027-07-06,VxWorks,192.168.25.178,2f:b0:a0:e8:43:9a,Active,215681.1,75.38
ASSET-007326,Anesthesia Machines,GE Healthcare,GE -3966,FS-96234436,Elmore,Recovery,2020-07-24,2020-09-10,2028-06-09,,192.168.53.234,,Active,437674.8,64.34
ASSET-007327,Microscopes,Zeiss,ZEI-8496,KQ-51562837,Jerome,Imaging (Radiology),2021-10-22,2021-12-17,2027-11-06,Windows 11,192.168.34.185,8f:d9:05:a5:ab:32,Active,113200.02,62.2
ASSET-007328,Surgical Lights,Brüel & Kjaer,BRÜ-8381,BD-74173336,North Canyon,Med/Surg,2016-04-20,2016-07-08,2030-08-16,,,09:b9:93:a7:b4:54,Active,262866.15,68.33
ASSET-007329,MRI,Philips,PHI-4243,GK-07867605,Magic Valley,Lab,2023-12-01,2024-01-02,2030-01-07,VxWorks,192.168.129.238,,Active,187222.25,25.48
ASSET-007330,Cardiac Devices,Abbott,ABB-7637,KT-50358165,Fruitland,Emergency,2018-10-12,2018-12-04,2026-06-06,,192.168.142.33,9e:f1:28:8c:fc:98,Active,178928.34,85.53
ASSET-007331,Surgical Lights,Welch Allyn,WEL-3943,RN-06184648,Elmore,ICU (Intensive Care),2022-04-17,2022-06-07,2026-12-07,QNX,192.168.246.211,b1:9c:5b:dc:61:44,Active,118822.29,72.2
ASSET-007332,CT Scanners,Toshiba,TOS-6074,GN-08576460,Eagle,Lab,2020-07-23,2020-10-08,2026-12-25,Windows 11,192.168.58.123,13:1d:34:31:87:d0,Retired,366358.85,83.24
ASSET-007333,Ultrasound,Sonosite,SON-4097,ER-32428662,North Canyon,Emergency,2016-12-12,2017-01-15,2028-03-05,VxWorks,192.168.210.110,1c:a6:9f:d9:ef:ad,Active,434167.53,81.27
ASSET-007334,Infusion Pumps,Baxter,BAX-4514,LP-19217366,Boise,Cardiac Care,2019-09-02,2019-10-04,2032-12-12,VxWorks,192.168.13.29,,Active,417932.88,51.22
ASSET-007335,CT Scanners,Siemens,SIE-7847,FR-67390607,Elmore,Recovery,2020-01-13,2020-03-11,2028-02-18,Embedded Linux,192.168.208.174,,Active,343128.84,63.78
ASSET-007336,Patient Monitors,Mindray,MIN-9076,JQ-72365761,Boise,ICU (Intensive Care),2018-11-12,2019-01-25,2028-11-20,Custom OS,192.168.12.159,bb:60:96:1c:f7:a9,Retired,181610.21,52.41
ASSET-007337,Vital Signs Monitors,Philips,PHI-8976,FF-66571640,Elmore,Med/Surg,2016-01-23,2016-04-17,2028-09-23,QNX,192.168.99.223,,Active,161599.1,68.12
ASSET-007338,Microscopes,Olympus,OLY-4178,QF-61234945,Twin Falls,Imaging (Radiology),2023-09-13,2023-11-28,2028-04-13,,192.168.23.55,7c:bb:da:2e:3b:b8,Active,342978.74,51.11
ASSET-007339,CT Scanners,Hitachi,HIT-8551,FP-44917648,Elmore,Emergency,2023-05-15,2023-07-16,2028-10-20,Windows 10,192.168.19.4,,Active,138757.23,33.38
ASSET-007340,Dehumidifiers,Carel,CAR-8789,RS-14810995,Fruitland,Lab,2022-01-06,2022-02-16,2026-03-11,Windows 11,192.168.214.194,de:59:02:18:80:20,Active,333625.86,74.89
ASSET-007341,Defibrillators,Cardiac Science,CAR-6778,HH-18338070,Wood River,Recovery,2015-02-19,2015-03-29,2029-12-16,VxWorks,192.168.126.253,41:ca:0d:32:a2:e3,Retired,210232.57,74.92
ASSET-007342,Ventilators,Puritan Bennett,PUR-4093,HB-15667053,Wood River,ICU (Intensive Care),2021-09-16,2021-11-09,2030-08-20,,,78:8a:90:6b:c9:27,Active,495531.75,47.79
ASSET-007343,MRI,Hitachi,HIT-7510,BN-85198386,Elmore,ICU (Intensive Care),2018-07-21,2018-09-28,2030-08-25,Windows 11,192.168.101.95,,Active,163646.3,58.31
ASSET-007344,CT Scanners,Hitachi,HIT-1678,PC-96249895,Eagle,Emergency,2020-02-05,2020-04-24,2032-01-02,Embedded Linux,,,Active,324382.31,52.64
ASSET-007345,Ventilators,VELA,VEL-3144,SN-10308975,Jerome,Neuro,2015-11-03,2015-11-21,2028-02-15,,,e8:de:8f:89:27:a4,Active,337150.43,85.9
ASSET-007346,Lighting Systems,Steris,STE-3305,NC-38040441,Boise,OB/GYN,2023-10-14,2023-11-21,2030-03-10,Windows Server 2019,192.168.26.48,4a:56:37:a0:3d:ee,Retired,82357.48,35.16
ASSET-007347,Microscopes,Olympus,OLY-9180,KS-66130635,McCall,Med/Surg,2020-10-04,2020-12-15,2026-05-17,Windows 11,192.168.141.237,d5:9d:3e:84:c4:ac,Loaner,481883.28,81.82
ASSET-007348,Dialysis,DaVita,DAV-3666,AS-53961048,Wood River,Neuro,2018-09-08,2018-12-01,2028-04-21,VxWorks,192.168.110.63,24:7b:9e:b9:c4:67,Active,305164.78,78.57
ASSET-007349,Patient Monitors,Mindray,MIN-8335,MS-80574987,Nampa,Med/Surg,2015-08-23,2015-09-10,2026-11-13,Windows 11,192.168.57.69,58:fa:26:26:98:ba,Active,173218.3,100.0
ASSET-007350,Surgical Lights,Berchtold,BER-1589,CG-40249387,North Canyon,OB/GYN,2019-03-26,2019-04-28,2028-08-22,Windows 11,,6b:76:56:aa:a8:80,Active,264437.43,69.41
ASSET-007351,Dialysis,Fresenius,FRE-1233,KJ-89927935,North Canyon,Neuro,2023-08-10,2023-09-18,2026-02-08,,192.168.26.124,f1:e4:7b:dc:9b:b7,Active,417530.79,62.7
ASSET-007352,Dehumidifiers,Carel,CAR-6677,BD-45890573,North Canyon,OB/GYN,2023-11-15,2024-02-08,2027-07-09,VxWorks,192.168.39.224,a3:f1:10:06:01:2c,Active,432528.15,56.97
ASSET-007353,Infusion Pumps,Alaris,ALA-7614,QS-99526145,Meridian,Recovery,2017-02-25,2017-03-09,2028-02-03,,192.168.240.126,99:d7:c5:d5:ce:b2,Active,262028.53,77.72
ASSET-007354,Dehumidifiers,Carel,CAR-7574,BM-24566363,Fruitland,Lab,2016-03-20,2016-06-11,2030-03-16,Windows 11,192.168.55.35,,Active,347140.92,72.13
ASSET-007355,Ventilators,GE Healthcare,GE -3198,PH-12816379,Nampa,Recovery,2022-02-10,2022-03-06,2030-08-05,VxWorks,192.168.239.157,,Active,86005.86,44.96
ASSET-007356,Dialysis,Baxter,BAX-1005,TH-17333856,Twin Falls,Recovery,2019-12-18,2020-01-27,2031-08-01,,192.168.41.186,,Loaner,229489.61,48.42
ASSET-007357,Anesthesia Machines,GE Healthcare,GE -5353,BH-69570015,Fruitland,ICU (Intensive Care),2019-12-04,2020-03-03,2026-06-16,Custom OS,,50:fc:7f:d2:4a:f5,Loaner,156911.48,77.23
ASSET-007358,Vital Signs Monitors,Spacelabs,SPA-5748,LN-43162923,North Canyon,Med/Surg,2015-02-27,2015-05-21,2029-10-21,VxWorks,192.168.12.245,79:8a:26:5c:b2:82,Retired,199548.44,70.38
ASSET-007359,Anesthesia Machines,GE Healthcare,GE -4820,CF-21343357,North Canyon,Lab,2015-01-21,2015-02-06,2028-04-13,,192.168.5.200,da:1a:ef:fd:fd:f2,Active,409115.82,92.04
ASSET-007360,Anesthesia Machines,Aestiva,AES-9909,TP-05749213,Twin Falls,Emergency,2018-08-19,2018-09-01,2027-09-13,,,b5:61:12:b1:c5:1e,Active,5223.28,70.06
ASSET-007361,Ultrasound,Siemens,SIE-6616,SQ-06828972,Fruitland,Cardiac Care,2015-04-08,2015-05-17,2031-05-12,Windows Server 2019,192.168.122.111,27:9e:ce:5a:91:06,Active,205101.29,77.84
ASSET-007362,Infusion Pumps,Alaris,ALA-9543,DB-02456453,Eagle,Cardiac Care,2019-11-16,2019-12-13,2029-05-01,Windows 10,192.168.58.34,4d:7e:8a:d2:67:4e,Active,153353.25,56.84
ASSET-007363,Ultrasound,Siemens,SIE-9255,NB-76907009,Meridian,Imaging (Radiology),2020-08-18,2020-11-06,2028-03-07,Embedded Linux,192.168.152.146,cb:5c:7d:5c:a8:5e,Active,404507.12,62.46
ASSET-007364,Vital Signs Monitors,Spacelabs,SPA-9946,HJ-89674435,Boise,Cardiac Care,2022-11-06,2022-12-24,2026-10-05,Windows Server 2019,192.168.244.39,75:97:f2:c3:6d:e1,Active,254935.49,66.63
ASSET-007365,Ventilators,ResMed,RES-2176,HN-57161563,Fruitland,Emergency,2017-02-10,2017-03-24,2031-10-09,Custom OS,192.168.141.194,6c:f6:67:80:03:5d,Active,85840.36,68.8
ASSET-007366,Patient Monitors,Spacelabs,SPA-7987,CF-06101323,Magic Valley,Recovery,2023-10-13,2024-01-09,2030-05-11,VxWorks,192.168.85.215,7f:77:99:b1:0f:29,Active,286331.92,26.92
ASSET-007367,Defibrillators,Cardiac Science,CAR-6168,KQ-30367268,Wood River,Med/Surg,2018-11-09,2018-12-05,2031-08-19,Custom OS,192.168.170.214,,Active,358814.1,57.03
ASSET-007368,Defibrillators,Cardiac Science,CAR-7192,LA-30816903,Meridian,Med/Surg,2017-12-09,2017-12-19,2029-03-23,,192.168.232.239,d3:d1:34:fb:1b:61,Active,61776.54,63.32
ASSET-007369,Surgical Lights,Daray,DAR-9181,LS-34206289,Wood River,Neuro,2022-06-18,2022-08-24,2028-05-03,,192.168.215.111,2b:dd:fc:60:f2:61,Active,42282.5,59.92
ASSET-007370,Ventilators,ResMed,RES-3627,PS-04248511,Elmore,Recovery,2019-08-15,2019-10-02,2031-08-17,,192.168.246.149,,Active,499616.61,51.01
ASSET-007371,Surgical Lights,Brüel & Kjaer,BRÜ-6144,NR-83921143,Elmore,Med/Surg,2016-01-16,2016-03-21,2028-11-23,Embedded Linux,192.168.242.210,,Loaner,278736.96,66.26
ASSET-007372,Ultrasound,GE Healthcare,GE -5484,NR-85873346,Meridian,Emergency,2022-08-01,2022-09-05,2029-01-18,Windows 11,,,Active,479501.25,44.92
ASSET-007373,Anesthesia Machines,GE Healthcare,GE -9377,RG-66829300,Twin Falls,Lab,2017-03-21,2017-04-01,2026-04-16,Windows Server 2019,192.168.15.94,,Retired,327205.61,90.74
ASSET-007374,Ultrasound,Siemens,SIE-6533,JH-70387746,Twin Falls,Cardiac Care,2017-12-05,2018-02-24,2030-06-20,QNX,,,Active,377152.62,64.37
ASSET-007375,Dialysis,DaVita,DAV-2909,AK-85088257,Meridian,ICU (Intensive Care),2016-09-20,2016-10-10,2029-12-17,,192.168.167.220,3a:1e:22:53:a7:08,Active,74696.74,74.6
ASSET-007376,Cardiac Devices,Biotronik,BIO-8750,ST-45542835,Wood River,OR (Operating Room),2016-10-27,2017-01-10,2028-06-09,Windows 11,192.168.223.9,ad:aa:66:9d:3e:af,Active,415654.95,83.52
ASSET-007377,Cardiac Devices,Medtronic,MED-1076,TB-74210943,McCall,Emergency,2019-12-08,2020-02-13,2028-08-11,QNX,192.168.230.28,41:57:a4:33:5f:e5,Active,320280.18,65.4
ASSET-007378,Lighting Systems,Steris,STE-4015,HA-54794898,Boise,OR (Operating Room),2022-06-23,2022-08-08,2026-07-28,,192.168.51.140,64:9f:82:0a:46:c4,Retired,295253.23,73.48
ASSET-007379,Ultrasound,Canon,CAN-7326,HH-18608075,North Canyon,Recovery,2020-02-27,2020-03-02,2032-11-26,Windows Server 2019,192.168.237.96,8a:9a:c9:7e:be:21,Active,211234.1,47.31
ASSET-007380,Anesthesia Machines,GE Healthcare,GE -4546,JF-98567600,North Canyon,ICU (Intensive Care),2023-06-20,2023-06-21,2028-11-27,Windows Server 2019,192.168.41.159,,Active,44933.13,37.73
ASSET-007381,Surgical Lights,Steris,STE-7983,KS-70983965,North Canyon,ICU (Intensive Care),2022-08-22,2022-09-06,2028-05-08,Custom OS,192.168.43.13,88:4f:0a:3d:cd:3d,Active,47645.21,59.88
ASSET-007382,Lighting Systems,Surgical Care Industries,SUR-1968,PH-94338053,Eagle,Imaging (Radiology),2017-08-12,2017-10-15,2030-08-21,VxWorks,192.168.44.162,9c:51:e9:70:77:26,Retired,47521.74,67.45
ASSET-007383,Patient Monitors,Edan,EDA-2029,QT-47167804,Boise,Lab,2019-01-02,2019-02-13,2027-01-16,Windows Server 2019,192.168.148.24,72:24:30:8a:0c:68,Active,28579.81,83.8
ASSET-007384,Infusion Pumps,B. Braun,B. -9634,MS-05445292,Nampa,Emergency,2015-06-17,2015-07-07,2026-11-02,Custom OS,192.168.254.212,37:b6:74:60:0d:ef,Active,187165.28,100.0
ASSET-007385,CT Scanners,Toshiba,TOS-9948,QJ-24914808,Elmore,Recovery,2020-07-01,2020-09-26,2026-09-22,,192.168.241.126,bd:2e:a6:f4:19:79,Active,225291.97,76.19
ASSET-007386,Cardiac Devices,Abbott,ABB-2648,BM-59218931,Nampa,OB/GYN,2021-08-12,2021-08-23,2028-03-04,Windows 10,192.168.193.70,,Active,407365.44,58.17
ASSET-007387,Cardiac Devices,Boston Scientific,BOS-2054,CT-87686946,Boise,OR (Operating Room),2017-12-19,2018-02-03,2026-04-10,QNX,,d6:99:76:13:99:86,Active,146299.6,94.72
ASSET-007388,Anesthesia Machines,Mindray,MIN-7829,RT-41657141,Wood River,Recovery,2015-05-08,2015-07-03,2027-11-04,,,74:72:1d:f8:21:6d,Active,388268.17,88.27
ASSET-007389,Cardiac Devices,LivaNova,LIV-7673,EP-74105663,Twin Falls,OB/GYN,2016-01-08,2016-03-24,2027-02-17,,192.168.54.225,93:32:03:1d:da:a5,Active,104613.3,100.0
ASSET-007390,Surgical Lights,Berchtold,BER-5929,TP-24630257,Magic Valley,OB/GYN,2017-04-23,2017-05-17,2029-09-12,,192.168.60.224,e2:1f:63:c9:78:23,Retired,7162.97,65.13
ASSET-007391,CT Scanners,GE Healthcare,GE -5119,QG-53578666,Eagle,ICU (Intensive Care),2020-04-19,2020-06-18,2029-04-17,,192.168.235.142,8b:6d:b5:eb:77:30,Active,378615.64,49.66
ASSET-007392,Patient Monitors,GE Healthcare,GE -8539,LT-60321124,Eagle,Cardiac Care,2022-05-17,2022-06-05,2028-04-21,Windows Server 2019,192.168.97.138,f6:d4:f1:b4:04:79,Active,417983.4,51.8
ASSET-007393,Cardiac Devices,Medtronic,MED-6959,KJ-61547998,Jerome,Emergency,2015-09-08,2015-10-14,2031-03-05,Windows 10,192.168.22.254,,Active,295773.57,76.54
ASSET-007394,Ultrasound,Sonosite,SON-3939,GF-18519968,North Canyon,Emergency,2016-06-12,2016-06-20,2027-08-25,,,c1:d2:2c:22:11:55,Active,22450.48,96.09
ASSET-007395,Patient Monitors,Philips,PHI-4817,HR-76289082,Eagle,Recovery,2015-03-14,2015-06-08,2031-02-15,,,,Active,33456.05,70.48
ASSET-007396,Infusion Pumps,JMS,JMS-5390,HS-10596023,Wood River,Med/Surg,2020-12-07,2020-12-31,2029-11-26,Windows 11,,f1:b0:f9:6a:47:0f,Active,154389.31,48.56
ASSET-007397,Ultrasound,Siemens,SIE-5112,JG-04732722,Wood River,Neuro,2020-07-04,2020-08-18,2030-04-03,,,,Active,381771.68,50.14
ASSET-007398,Cardiac Devices,Medtronic,MED-4078,NQ-75811625,Magic Valley,OR (Operating Room),2021-12-08,2022-01-14,2029-08-09,,192.168.221.234,6c:e3:a9:95:4f:12,Active,48838.82,40.94
ASSET-007399,CT Scanners,Philips,PHI-7054,QD-18511477,McCall,Med/Surg,2021-08-09,2021-10-21,2031-07-27,QNX,,73:54:ad:1b:f5:08,Active,45285.49,46.35
ASSET-007400,Lighting Systems,Steris,STE-7261,NE-63159380,Boise,Emergency,2023-07-08,2023-09-27,2030-11-06,Windows 10,192.168.221.159,29:e9:8d:50:aa:97,Active,230752.4,39.94
ASSET-007401,Dehumidifiers,Condair,CON-2583,FT-78611891,Eagle,Med/Surg,2018-06-20,2018-09-01,2028-04-12,VxWorks,192.168.58.130,49:06:88:88:41:88,Loaner,462087.3,76.28
ASSET-007402,Anesthesia Machines,GE Healthcare,GE -7219,HL-34402608,Eagle,ICU (Intensive Care),2016-08-19,2016-10-30,2030-07-04,,192.168.180.196,5a:2c:45:d9:12:d0,Active,114926.38,66.96
ASSET-007403,Cardiac Devices,LivaNova,LIV-4591,BS-88974354,McCall,Imaging (Radiology),2016-12-27,2017-03-11,2028-03-16,Windows 11,192.168.142.97,,Retired,454706.9,77.77
ASSET-007404,Dehumidifiers,Carel,CAR-1877,JF-58420495,McCall,OB/GYN,2016-03-04,2016-05-10,2029-09-12,Windows 10,192.168.217.3,b5:03:e6:d3:15:31,Active,472155.05,68.67
ASSET-007405,Ultrasound,GE Healthcare,GE -1145,HS-87675675,Elmore,Lab,2018-04-08,2018-06-08,2028-09-02,Windows 10,192.168.170.42,,Active,315602.45,78.65
ASSET-007406,Microscopes,Nikon,NIK-9876,EK-66881453,Fruitland,Cardiac Care,2018-12-19,2018-12-21,2028-08-28,Windows 11,,c3:1d:28:aa:4a:b7,Active,293286.83,74.16
ASSET-007407,Surgical Lights,Brüel & Kjaer,BRÜ-4208,KB-13373326,Twin Falls,Lab,2023-06-10,2023-09-08,2029-05-26,Windows 11,,be:c2:a2:23:d0:e8,Active,201638.32,39.83
ASSET-007408,Defibrillators,Cardiac Science,CAR-3247,BE-81944489,Boise,Imaging (Radiology),2020-02-11,2020-04-30,2028-08-23,,192.168.36.197,33:02:cd:31:91:57,Active,152576.26,69.95
ASSET-007409,CT Scanners,Toshiba,TOS-2205,DE-08427359,Elmore,Recovery,2021-02-24,2021-03-17,2027-05-16,Windows Server 2019,192.168.22.50,94:8f:8d:9e:cd:dd,Retired,185312.63,76.25
